event_id,timestamp,event_type,user_id,user_type,platform,sku_id,price_usd,recipient_id,app_version,updated_at
evt_0020107,2026-03-30T21:18:00Z,product_view,usr_0622,b2c,ios,SKU030,46.0,,5.2.1,2026-03-30T21:26:15Z
evt_0002835,2026-03-30T16:59:00Z,purchase,usr_0086,b2c,android,SKU003,38.0,,5.2.1,2026-03-30T17:07:38Z
evt_0024898,2026-03-30T10:42:00Z,gift_send,usr_0744,b2b,ios,SKU022,72.0,rec_0029,5.2.0,2026-03-30T10:47:24Z
evt_0021369,2026-03-26T10:51:00Z,purchase,usr_0657,b2c,ios,SKU020,38.0,,5.3.0,2026-03-26T10:59:22Z
evt_0006992,2026-03-30T09:44:00Z,product_view,usr_0222,b2b,ios,SKU010,95.0,,5.2.0,2026-03-30T09:44:52Z
evt_0022401,2026-03-30T21:34:00Z,product_view,usr_0683,b2c,android,SKU028,65.0,,5.2.1,2026-03-30T21:39:55Z
evt_0009673,2026-03-30T08:34:00Z,purchase,usr_0301,b2b,android,SKU012,48.0,,5.2.1,2026-03-30T08:40:28Z
evt_0013023,2026-03-30T08:41:00Z,app_open,usr_0418,b2c,android,,,,5.3.0,2026-03-30T08:45:36Z
evt_0016361,2026-03-27T06:23:00Z,app_open,usr_0498,b2c,web,,,,,2026-03-27T06:28:18Z
evt_0013036,2026-03-30T04:34:00Z,product_view,usr_0418,b2c,android,SKU006,49.0,,5.3.0,2026-03-30T04:34:43Z
evt_0005652,2026-03-30T16:16:00Z,product_view,usr_0169,b2c,android,SKU024,36.0,,5.2.0,2026-03-30T16:20:03Z
evt_0013075,2026-03-30T13:24:00Z,gift_send,usr_0418,b2c,android,SKU006,49.0,rec_0066,5.2.0,2026-03-30T13:33:54Z
evt_0026439,2026-03-30T04:59:00Z,product_view,usr_0794,b2b,ios,SKU006,49.0,,5.2.1,2026-03-30T04:59:41Z
evt_0024723,2026-03-30T05:14:00Z,app_open,usr_0736,b2c,ios,,,,5.2.1,2026-03-30T05:18:30Z
evt_0015632,2026-03-30T16:24:00Z,app_open,usr_0478,b2c,web,,,,,2026-03-30T16:24:17Z
evt_0014148,2026-03-30T12:48:00Z,product_view,usr_0436,b2b,ios,SKU026,48.0,,5.3.0,2026-03-30T12:56:39Z
evt_0012412,2026-03-30T08:32:00Z,product_view,usr_0392,b2c,ios,SKU019,55.0,,5.2.0,2026-03-30T08:32:41Z
evt_0012205,2026-03-30T17:18:00Z,app_open,usr_0379,b2c,ios,,,,5.2.1,2026-03-30T17:27:53Z
evt_0009175,2026-03-30T03:48:00Z,app_open,usr_0291,b2c,ios,,,,5.2.1,2026-03-30T03:48:12Z
evt_0010934,2026-03-30T07:54:00Z,app_open,usr_0339,b2c,ios,,,,5.2.1,2026-03-30T07:57:32Z
evt_0000937,2026-03-30T18:55:00Z,purchase,usr_0025,b2b,android,SKU021,44.0,,5.2.1,2026-03-30T18:58:07Z
evt_0009148,2026-03-30T08:16:00Z,product_view,usr_0291,b2c,ios,SKU026,48.0,,5.2.0,2026-03-30T08:25:24Z
evt_0022816,2026-03-30T16:04:00Z,product_view,usr_0690,b2c,ios,SKU018,78.0,,5.3.0,2026-03-30T16:11:05Z
evt_0014816,,add_to_cart,usr_0457,b2c,ios,SKU018,78.0,,5.2.1,2026-03-30T23:59:00Z
evt_0002534,2026-03-30T09:05:00Z,add_to_cart,usr_0076,b2c,android,SKU030,46.0,,5.2.1,2026-03-30T09:11:50Z
evt_0014311,2026-03-30T17:25:00Z,app_open,usr_0439,b2c,ios,,,,5.2.1,2026-03-30T17:33:51Z
evt_0020618,2026-03-30T07:14:00Z,add_to_cart,usr_0637,b2c,ios,SKU012,48.0,,5.2.1,2026-03-30T07:17:00Z
evt_0020817,2026-03-30T21:44:00Z,product_view,usr_0642,b2c,ios,SKU005,42.0,,5.3.0,2026-03-30T21:51:37Z
evt_0013059,2026-03-30T18:50:00Z,product_view,usr_0418,b2c,android,SKU018,78.0,,5.2.1,2026-03-30T18:56:52Z
evt_0014310,2026-03-30T13:45:00Z,product_view,usr_0439,b2c,ios,SKU009,60.0,,5.2.0,2026-03-30T13:51:56Z
evt_0016310,2026-03-30T02:54:00Z,product_view,usr_0498,b2c,web,SKU029,82.0,,,2026-03-30T02:59:07Z
evt_0004227,2026-03-30T13:36:00Z,product_view,usr_0118,b2b,web,SKU014,40.0,,,2026-03-30T13:39:32Z
evt_0013197,2026-03-30T13:24:00Z,product_view,usr_0421,b2c,android,SKU018,78.0,,5.2.0,2026-03-30T13:33:42Z
evt_0004127,2026-03-30T03:54:00Z,product_view,usr_0114,b2c,android,SKU028,65.0,,5.2.0,2026-03-30T03:56:23Z
evt_0022875,2026-03-30T04:37:00Z,product_view,usr_0691,b2c,ios,SKU020,38.0,,5.2.1,2026-03-30T04:46:37Z
evt_0009276,2026-03-30T07:21:00Z,add_to_cart,usr_0291,b2c,ios,SKU030,46.0,,5.2.0,2026-03-30T07:29:26Z
evt_0018381,2026-03-30T20:06:00Z,product_view,usr_0568,b2c,web,SKU012,48.0,,,2026-03-30T20:07:02Z
evt_0006851,2026-03-30T17:27:00Z,app_open,usr_0212,b2b,android,,,,5.3.0,2026-03-30T17:29:54Z
evt_0012237,2026-03-30T08:23:00Z,app_open,usr_0382,b2c,android,,,,5.2.0,2026-03-30T08:27:59Z
evt_0006661,2026-03-30T12:25:00Z,app_open,usr_0206,b2c,ios,,,,5.2.1,2026-03-30T12:29:02Z
evt_0013073,2026-03-30T10:00:00Z,product_view,usr_0418,b2c,android,SKU006,49.0,,5.2.1,2026-03-30T10:03:06Z
evt_0010334,2026-03-30T17:34:00Z,product_view,usr_0320,b2b,android,SKU007,85.0,,5.2.1,2026-03-30T17:42:57Z
evt_0024564,2026-03-30T17:04:00Z,app_open,usr_0731,b2c,android,,,,5.2.1,2026-03-30T17:08:48Z
evt_0009269,2026-03-30T09:04:00Z,app_open,usr_0291,b2c,ios,,,,5.2.1,2026-03-30T09:10:33Z
evt_0003365,2026-03-30T04:12:00Z,app_open,usr_0100,b2c,ios,,,,5.2.1,2026-03-30T04:21:03Z
evt_0019562,2026-03-30T00:14:00Z,product_view,usr_0605,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T00:22:16Z
evt_0005235,2026-03-30T05:52:00Z,app_open,usr_0157,b2c,android,,,,5.3.0,2026-03-30T05:56:31Z
evt_0007578,2026-03-30T17:32:00Z,app_open,usr_0241,b2b,web,,,,,2026-03-30T17:33:05Z
evt_0009163,2026-03-30T18:16:00Z,product_view,usr_0291,b2c,ios,SKU013,32.0,,5.2.1,2026-03-30T18:17:01Z
evt_0007265,,product_view,usr_0234,b2c,ios,SKU020,38.0,,5.3.0,2026-03-30T23:59:00Z
evt_0015033,2026-03-30T08:44:00Z,product_view,usr_0464,b2c,web,SKU024,36.0,,,2026-03-30T08:46:25Z
evt_0022312,2026-03-30T20:02:00Z,gift_send,usr_0683,b2c,android,SKU025,89.0,rec_0070,5.2.1,2026-03-30T20:02:55Z
evt_0009185,2026-03-30T04:10:00Z,app_open,usr_0291,b2c,ios,,,,5.3.0,2026-03-30T04:13:44Z
evt_0006877,2026-03-30T14:40:00Z,purchase,usr_0212,b2b,android,SKU010,95.0,,5.3.0,2026-03-30T14:49:12Z
evt_0010239,2026-03-30T22:17:00Z,product_view,usr_0318,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T22:25:02Z
evt_0009158,2026-03-30T20:03:00Z,app_open,usr_0291,b2c,ios,,,,5.3.0,2026-03-30T20:10:20Z
evt_0024734,2026-03-30T21:44:00Z,app_open,usr_0736,b2c,ios,,,,5.2.0,2026-03-30T21:50:50Z
evt_0006747,2026-03-30T16:43:00Z,product_view,usr_0209,b2c,ios,SKU029,82.0,,5.3.0,2026-03-30T16:51:07Z
evt_0006707,2026-03-28T04:34:00Z,add_to_cart,usr_0209,b2c,ios,SKU029,65.6,,5.2.0,2026-03-30T03:15:00Z
evt_0009257,2026-03-30T17:36:00Z,product_view,usr_0291,b2c,ios,SKU013,32.0,,5.3.0,2026-03-30T17:36:08Z
evt_0015874,2026-03-30T16:07:00Z,product_view,usr_0485,b2c,web,SKU026,48.0,,,2026-03-30T16:12:47Z
evt_0001027,,app_open,usr_0026,b2c,ios,,,,5.3.0,2026-03-30T23:59:00Z
evt_0000299,2026-03-30T10:48:00Z,app_open,usr_0006,b2b,ios,,,,5.2.1,2026-03-30T10:53:24Z
evt_0007718,2026-03-30T12:38:00Z,app_open,usr_0246,b2c,ios,,,,5.3.0,2026-03-30T12:41:29Z
evt_0022364,2026-03-30T05:31:00Z,app_open,usr_0683,b2c,android,,,,5.2.0,2026-03-30T05:31:56Z
evt_0009538,2026-03-30T09:25:00Z,app_open,usr_0298,b2b,android,,,,5.3.0,2026-03-30T09:29:36Z
evt_0017901,2026-03-30T09:07:00Z,app_open,usr_0549,b2c,android,,,,5.2.1,2026-03-30T09:09:56Z
evt_0012250,2026-03-30T10:46:00Z,add_to_cart,usr_0382,b2c,android,SKU002,45.0,,5.3.0,2026-03-30T10:54:20Z
evt_0024088,2026-03-30T08:09:00Z,app_open,usr_0716,b2c,android,,,,5.3.0,2026-03-30T08:17:48Z
evt_0004553,2026-03-30T14:32:00Z,app_open,usr_0134,b2c,web,,,,,2026-03-30T14:41:13Z
evt_0016241,2026-03-30T05:26:00Z,gift_send,usr_0496,b2c,android,SKU017,68.0,rec_0180,5.2.0,2026-03-30T05:27:26Z
evt_0016337,2026-03-30T01:45:00Z,product_view,usr_0498,b2c,web,SKU029,82.0,,,2026-03-30T01:53:12Z
evt_0090007,2026-03-30T17:45:00Z,product_view,usr_0283,b2c,web,SKU031,72.0,,,2026-03-30T17:47:00Z
evt_0022864,2026-03-30T14:04:00Z,product_view,usr_0691,b2c,ios,SKU020,38.0,,5.2.1,2026-03-30T14:05:43Z
evt_0002368,2026-03-26T01:22:00Z,add_to_cart,usr_0067,b2c,android,SKU028,65.0,,5.2.1,2026-03-26T01:25:57Z
evt_0018588,2026-03-30T17:25:00Z,product_view,usr_0571,b2c,android,SKU008,55.0,,5.3.0,2026-03-30T17:25:56Z
evt_0026038,2026-03-30T11:40:00Z,app_open,usr_0786,b2c,android,,,,5.2.1,2026-03-30T11:47:29Z
evt_0022843,2026-03-30T06:24:00Z,app_open,usr_0690,b2c,ios,,,,5.3.0,2026-03-30T06:26:28Z
evt_0017084,2026-03-30T12:29:00Z,purchase,usr_0521,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T12:35:33Z
evt_0015138,2026-03-30T14:03:00Z,app_open,usr_0465,b2c,ios,,,,5.3.0,2026-03-30T14:09:41Z
evt_0018877,2026-03-30T15:38:00Z,purchase,usr_0578,b2c,ios,SKU018,78.0,,5.3.0,2026-03-30T15:45:22Z
evt_0010241,,product_view,usr_0318,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T23:59:00Z
evt_0022893,2026-03-30T07:56:00Z,app_open,usr_0691,b2c,ios,,,,5.2.0,2026-03-30T07:56:49Z
evt_0001401,2026-03-30T01:25:00Z,app_open,usr_0035,b2c,android,,,,5.3.0,2026-03-30T01:28:20Z
evt_0003461,2026-03-30T05:23:00Z,app_open,usr_0100,b2c,ios,,,,5.2.1,2026-03-30T05:24:08Z
evt_0090017,2026-03-30T16:56:00Z,purchase,usr_0389,b2c,ios,SKU031,72.0,,5.3.0,2026-03-30T16:58:00Z
evt_0011025,2026-03-30T08:14:00Z,add_to_cart,usr_0339,b2c,ios,SKU001,65.0,,5.2.1,2026-03-30T08:18:50Z
evt_0000644,2026-03-30T23:18:00Z,app_open,usr_0015,b2c,ios,,,,5.2.1,2026-03-30T23:27:02Z
evt_0006870,2026-03-30T16:06:00Z,add_to_cart,usr_0212,b2b,android,SKU010,95.0,,5.3.0,2026-03-30T16:09:56Z
evt_0022341,2026-03-30T23:50:00Z,purchase,usr_0683,b2c,android,SKU028,65.0,,5.2.1,2026-03-30T23:56:06Z
evt_0010146,2026-03-30T04:46:00Z,app_open,usr_0315,b2c,android,,,,5.3.0,2026-03-30T04:52:34Z
evt_0024254,2026-03-30T14:31:00Z,product_view,usr_0723,b2c,android,SKU006,49.0,,5.3.0,2026-03-30T14:33:45Z
evt_0018461,2026-03-26T04:13:00Z,product_view,usr_0568,b2c,web,SKU015,52.0,,,2026-03-26T04:14:56Z
evt_0016338,2026-03-30T13:01:00Z,app_open,usr_0498,b2c,web,,,,,2026-03-30T13:09:56Z
evt_0022839,2026-03-30T10:20:00Z,purchase,usr_0690,b2c,ios,SKU026,48.0,,5.2.1,2026-03-30T10:29:04Z
evt_0006704,2026-03-30T09:13:00Z,purchase,usr_0209,b2c,ios,SKU029,82.0,,5.3.0,2026-03-30T09:16:10Z
evt_0011696,2026-03-30T08:57:00Z,app_open,usr_0358,b2b,web,,,,,2026-03-30T09:02:36Z
evt_0016176,2026-03-30T14:40:00Z,app_open,usr_0495,b2c,ios,,,,5.2.1,2026-03-30T14:47:13Z
evt_0003360,2026-03-30T11:36:00Z,app_open,usr_0100,b2c,ios,,,,5.2.1,2026-03-30T11:45:26Z
evt_0023788,2026-03-30T15:07:00Z,product_view,usr_0713,b2c,ios,SKU014,40.0,,5.3.0,2026-03-30T15:13:48Z
evt_0012992,2026-03-30T20:03:00Z,purchase,usr_0418,b2c,android,SKU006,49.0,,5.2.0,2026-03-30T20:08:05Z
evt_0007781,2026-03-30T17:02:00Z,add_to_cart,usr_0251,b2c,ios,SKU028,65.0,,5.3.0,2026-03-30T17:06:56Z
evt_0018927,2026-03-30T21:50:00Z,product_view,usr_0580,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T21:54:04Z
evt_0023828,2026-03-30T06:21:00Z,product_view,usr_0713,b2c,ios,SKU014,40.0,,5.2.1,2026-03-30T06:26:05Z
evt_0022878,2026-03-30T03:45:00Z,app_open,usr_0691,b2c,ios,,,,5.2.1,2026-03-30T03:53:32Z
evt_0015133,2026-03-30T07:29:00Z,app_open,usr_0465,b2c,ios,,,,5.2.0,2026-03-30T07:31:07Z
evt_0020053,2026-03-30T08:20:00Z,app_open,usr_0622,b2c,ios,,,,5.2.1,2026-03-30T08:29:00Z
evt_0024632,2026-03-30T01:03:00Z,app_open,usr_0736,b2c,ios,,,,5.2.0,2026-03-30T01:07:14Z
evt_0001669,2026-03-27T14:38:00Z,add_to_cart,usr_0046,b2c,ios,SKU008,55.0,,5.2.1,2026-03-27T14:38:51Z
evt_0019097,2026-03-30T02:36:00Z,product_view,usr_0584,b2c,android,SKU012,48.0,,5.3.0,2026-03-30T02:36:44Z
evt_0015250,2026-03-30T13:19:00Z,add_to_cart,usr_0466,b2c,ios,SKU026,48.0,,5.2.1,2026-03-30T13:28:07Z
evt_0008701,2026-03-30T06:31:00Z,app_open,usr_0284,b2b,android,,,,5.2.0,2026-03-30T06:36:07Z
evt_0023818,2026-03-30T10:12:00Z,app_open,usr_0713,b2c,ios,,,,5.2.1,2026-03-30T10:16:47Z
evt_0003920,2026-03-30T15:12:00Z,product_view,usr_0108,b2c,ios,SKU028,65.0,,5.2.1,2026-03-30T15:14:55Z
evt_0019054,2026-03-30T19:00:00Z,add_to_cart,usr_0583,b2c,ios,SKU017,68.0,,5.2.0,2026-03-30T19:08:33Z
evt_0001890,2026-03-30T11:48:00Z,app_open,usr_0050,b2c,web,,,,,2026-03-30T11:49:15Z
evt_0019098,2026-03-30T10:42:00Z,gift_send,usr_0584,b2c,android,SKU020,38.0,rec_0074,5.2.0,2026-03-30T10:45:34Z
evt_0007045,2026-03-30T07:27:00Z,app_open,usr_0224,b2b,ios,,,,5.2.0,2026-03-30T07:30:36Z
evt_0020777,2026-03-30T03:32:00Z,app_open,usr_0641,b2c,ios,,,,5.3.0,2026-03-30T03:32:38Z
evt_0025262,2026-03-30T06:24:00Z,product_view,usr_0757,b2c,android,SKU002,45.0,,5.2.0,2026-03-30T06:30:35Z
evt_0022995,2026-03-26T22:27:00Z,product_view,usr_0695,b2c,android,SKU014,40.0,,5.3.0,2026-03-26T22:33:25Z
evt_0009062,2026-03-30T23:43:00Z,product_view,usr_0288,b2b,ios,SKU001,65.0,,5.2.0,2026-03-30T23:46:50Z
evt_0005119,2026-03-27T07:49:00Z,app_open,usr_0155,b2c,ios,,,,5.2.0,2026-03-27T07:58:20Z
evt_0014715,2026-03-30T05:18:00Z,gift_send,usr_0452,b2c,ios,SKU005,42.0,rec_0197,5.2.1,2026-03-30T05:21:25Z
evt_0004973,2026-03-30T05:38:00Z,product_view,usr_0148,b2b,ios,SKU014,40.0,,5.3.0,2026-03-30T05:40:56Z
evt_0020148,2026-03-30T22:01:00Z,product_view,usr_0623,b2c,ios,SKU001,65.0,,5.2.1,2026-03-30T22:01:34Z
evt_0019555,2026-03-30T18:45:00Z,app_open,usr_0605,b2c,ios,,,,5.2.0,2026-03-30T18:46:42Z
evt_0004938,2026-03-30T10:57:00Z,product_view,usr_0147,b2b,ios,SKU018,78.0,,5.2.1,2026-03-30T11:05:45Z
evt_0022897,2026-03-30T20:58:00Z,product_view,usr_0691,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T21:03:33Z
evt_0025805,2026-03-30T23:54:00Z,product_view,usr_0774,b2c,android,SKU028,65.0,,5.3.0,2026-03-31T00:01:00Z
evt_0013078,2026-03-30T01:48:00Z,app_open,usr_0418,b2c,android,,,,5.2.1,2026-03-30T01:55:23Z
evt_0012982,2026-03-30T00:59:00Z,add_to_cart,usr_0418,b2c,android,SKU018,78.0,,5.2.1,2026-03-30T01:02:37Z
evt_0000475,2026-03-30T22:36:00Z,app_open,usr_0011,b2b,web,,,,,2026-03-30T22:37:50Z
evt_0019758,2026-03-30T03:39:00Z,app_open,usr_0616,b2c,ios,,,,5.2.0,2026-03-30T03:48:46Z
evt_0009199,2026-03-30T09:43:00Z,gift_send,usr_0291,b2c,ios,SKU026,48.0,rec_0175,5.2.0,2026-03-30T09:45:14Z
evt_0006706,2026-03-30T09:43:00Z,product_view,usr_0209,b2c,ios,SKU029,82.0,,5.2.1,2026-03-30T09:43:03Z
evt_0003364,2026-03-30T06:12:00Z,product_view,usr_0100,b2c,ios,SKU023,35.0,,5.3.0,2026-03-30T06:18:49Z
evt_0019755,2026-03-30T00:13:00Z,purchase,usr_0616,b2c,ios,SKU014,40.0,,5.3.0,2026-03-30T00:22:45Z
evt_0012684,2026-03-30T01:43:00Z,product_view,usr_0408,b2c,web,SKU019,55.0,,,2026-03-30T01:50:23Z
evt_0022419,2026-03-30T23:27:00Z,app_open,usr_0683,b2c,android,,,,5.2.1,2026-03-30T23:34:42Z
evt_0024005,2026-03-30T23:33:00Z,app_open,usr_0716,b2c,android,,,,5.2.1,2026-03-30T23:36:00Z
evt_0013047,2026-03-30T07:38:00Z,app_open,usr_0418,b2c,android,,,,5.3.0,2026-03-30T07:40:48Z
evt_0013295,2026-03-30T00:04:00Z,product_view,usr_0422,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T00:06:29Z
evt_0026204,2026-03-30T01:18:00Z,add_to_cart,usr_0789,b2c,web,SKU026,48.0,,,2026-03-30T01:24:41Z
evt_0010288,,app_open,usr_0318,b2c,ios,,,,5.2.0,2026-03-30T23:59:00Z
evt_0004483,2026-03-30T13:38:00Z,app_open,usr_0126,b2c,android,,,,5.2.0,2026-03-30T13:46:38Z
evt_0090001,2026-03-30T13:20:00Z,product_view,usr_0219,b2c,android,SKU031,72.0,,5.2.1,2026-03-30T13:22:00Z
evt_0013007,2026-03-30T14:55:00Z,product_view,usr_0418,b2c,android,SKU018,78.0,,5.2.1,2026-03-30T14:58:25Z
evt_0016176,2026-03-30T14:40:00Z,app_open,usr_0495,b2c,ios,,,,5.3.0,2026-03-30T14:47:13Z
evt_0022848,2026-03-30T11:12:00Z,app_open,usr_0690,b2c,ios,,,,5.2.0,2026-03-30T11:12:21Z
evt_0010576,2026-03-26T21:24:00Z,product_view,usr_0325,b2c,android,SKU024,36.0,,5.2.1,2026-03-26T21:25:23Z
evt_0021774,2026-03-30T20:34:00Z,product_view,usr_0667,b2c,ios,SKU010,95.0,,5.2.0,2026-03-30T20:42:53Z
evt_0023848,2026-03-30T22:14:00Z,add_to_cart,usr_0713,b2c,ios,SKU008,55.0,,5.2.1,2026-03-30T22:17:03Z
evt_0019853,2026-03-30T23:33:00Z,app_open,usr_0619,b2b,android,,,,5.2.1,2026-03-30T23:38:06Z
evt_0090011,2026-03-30T20:14:00Z,add_to_cart,usr_0733,b2c,android,SKU031,72.0,,5.2.1,2026-03-30T20:16:00Z
evt_0006924,2026-03-30T05:49:00Z,app_open,usr_0214,b2c,android,,,,5.2.1,2026-03-30T05:56:26Z
evt_0015643,2026-03-30T04:53:00Z,product_view,usr_0478,b2c,web,SKU002,45.0,,,2026-03-30T04:59:52Z
evt_0022780,2026-03-30T18:37:00Z,product_view,usr_0690,b2c,ios,SKU026,48.0,,5.2.1,2026-03-30T18:45:46Z
evt_0022418,2026-03-30T13:43:00Z,app_open,usr_0683,b2c,android,,,,5.2.1,2026-03-30T13:47:36Z
evt_0023893,2026-03-30T09:21:00Z,app_open,usr_0713,b2c,ios,,,,5.3.0,2026-03-30T09:28:28Z
evt_0006734,2026-03-30T17:58:00Z,app_open,usr_0209,b2c,ios,,,,5.2.1,2026-03-30T18:01:29Z
evt_0013767,2026-03-30T20:43:00Z,app_open,usr_0429,b2c,ios,,,,5.3.0,2026-03-30T20:46:49Z
evt_0015790,2026-03-30T03:27:00Z,app_open,usr_0484,b2c,android,,,,5.2.1,2026-03-30T03:31:55Z
evt_0020556,2026-03-30T06:02:00Z,gift_send,usr_0634,b2c,ios,SKU001,65.0,rec_0044,5.2.1,2026-03-30T06:02:34Z
evt_0008304,2026-03-30T08:09:00Z,app_open,usr_0270,b2c,android,,,,5.2.1,2026-03-30T08:16:29Z
evt_0018369,2026-03-30T23:04:00Z,product_view,usr_0568,b2c,web,SKU022,72.0,,,2026-03-30T23:10:15Z
evt_0019027,2026-03-30T04:03:00Z,app_open,usr_0580,b2c,ios,,,,5.3.0,2026-03-30T04:10:13Z
evt_0000453,2026-03-30T19:23:00Z,product_view,usr_0011,b2b,web,SKU006,49.0,,,2026-03-30T19:28:10Z
evt_0022881,2026-03-30T09:19:00Z,product_view,usr_0691,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T09:28:59Z
evt_0016653,2026-03-30T06:34:00Z,product_view,usr_0504,b2c,android,SKU030,46.0,,5.3.0,2026-03-30T06:34:21Z
evt_0005301,2026-03-30T12:34:00Z,add_to_cart,usr_0159,b2b,android,SKU002,45.0,,5.3.0,2026-03-30T12:42:36Z
evt_0009210,2026-03-30T22:12:00Z,product_view,usr_0291,b2c,ios,SKU013,32.0,,5.3.0,2026-03-30T22:16:43Z
evt_0025192,2026-03-30T04:51:00Z,gift_send,usr_0754,b2c,ios,SKU010,95.0,rec_0262,5.2.0,2026-03-30T04:57:39Z
evt_0005772,2026-03-30T19:25:00Z,product_view,usr_0177,b2c,ios,SKU027,58.0,,5.3.0,2026-03-30T19:28:59Z
evt_0002203,2026-03-28T02:49:00Z,product_view,usr_0065,b2c,android,SKU011,60.0,,5.3.0,2026-03-30T02:42:00Z
evt_0022377,2026-03-30T21:11:00Z,gift_send,usr_0683,b2c,android,SKU028,65.0,rec_0066,5.2.1,2026-03-30T21:18:33Z
evt_0005249,2026-03-30T22:48:00Z,product_view,usr_0157,b2c,android,SKU014,40.0,,5.2.1,2026-03-30T22:56:37Z
evt_0004318,2026-03-30T05:57:00Z,purchase,usr_0118,b2b,web,SKU014,40.0,,,2026-03-30T05:58:44Z
evt_0014553,2026-03-30T05:37:00Z,app_open,usr_0448,b2b,ios,,,,5.2.0,2026-03-30T05:43:16Z
evt_0016323,2026-03-30T11:44:00Z,purchase,usr_0498,b2c,web,SKU029,82.0,,,2026-03-30T11:47:09Z
evt_0001924,2026-03-30T15:28:00Z,app_open,usr_0055,b2c,web,,,,,2026-03-30T15:36:27Z
evt_0006333,2026-03-27T06:31:00Z,app_open,usr_0193,b2c,android,,,,5.2.1,2026-03-27T06:37:28Z
evt_0009141,2026-03-30T06:13:00Z,app_open,usr_0291,b2c,ios,,,,5.2.1,2026-03-30T06:14:17Z
evt_0001740,2026-03-30T07:47:00Z,product_view,usr_0048,b2c,android,SKU015,52.0,,5.2.0,2026-03-30T07:53:57Z
evt_0006732,2026-03-30T19:01:00Z,product_view,usr_0209,b2c,ios,SKU029,82.0,,5.3.0,2026-03-30T19:06:14Z
evt_0018371,2026-03-30T07:29:00Z,product_view,usr_0568,b2c,web,SKU022,72.0,,,2026-03-30T07:37:27Z
evt_0017807,2026-03-30T14:17:00Z,app_open,usr_0541,b2c,android,,,,5.3.0,2026-03-30T14:23:07Z
evt_0007726,2026-03-30T22:42:00Z,app_open,usr_0246,b2c,ios,,,,5.2.0,2026-03-30T22:51:40Z
evt_0007618,2026-03-30T19:02:00Z,purchase,usr_0241,b2b,web,SKU008,55.0,,,2026-03-30T19:05:17Z
evt_0022852,2026-03-30T06:46:00Z,app_open,usr_0690,b2c,ios,,,,5.2.1,2026-03-30T06:55:46Z
evt_0005089,2026-03-30T10:16:00Z,product_view,usr_0155,b2c,ios,SKU029,82.0,,5.2.0,2026-03-30T10:24:46Z
evt_0016472,2026-03-30T05:27:00Z,product_view,usr_0500,b2c,android,SKU006,49.0,,5.3.0,2026-03-30T05:34:09Z
evt_0025457,2026-03-30T17:09:00Z,product_view,usr_0764,b2b,ios,SKU001,65.0,,5.2.1,2026-03-30T17:09:40Z
evt_0016201,2026-03-30T05:27:00Z,add_to_cart,usr_0495,b2c,ios,SKU021,44.0,,5.2.0,2026-03-30T05:31:45Z
evt_0016343,2026-03-30T18:00:00Z,app_open,usr_0498,b2c,web,,,,,2026-03-30T18:03:37Z
evt_0010593,2026-03-30T22:17:00Z,product_view,usr_0325,b2c,android,SKU002,45.0,,5.2.1,2026-03-30T22:24:48Z
evt_0006913,2026-03-30T19:29:00Z,add_to_cart,usr_0214,b2c,android,SKU015,52.0,,5.2.0,2026-03-30T19:35:47Z
evt_0010337,2026-03-30T01:03:00Z,app_open,usr_0320,b2b,android,,,,5.2.0,2026-03-30T01:09:17Z
evt_0006444,2026-03-26T07:12:00Z,app_open,usr_0198,b2b,web,,,,,2026-03-26T07:21:07Z
evt_0006746,2026-03-27T10:37:00Z,product_view,usr_0209,b2c,ios,SKU010,95.0,,5.3.0,2026-03-27T10:46:18Z
evt_0020718,2026-03-30T22:59:00Z,product_view,usr_0641,b2c,ios,SKU001,65.0,,5.3.0,2026-03-30T23:00:06Z
evt_0022810,2026-03-30T06:20:00Z,product_view,usr_0690,b2c,ios,SKU026,48.0,,5.2.0,2026-03-30T06:29:19Z
evt_0002068,2026-03-27T09:51:00Z,app_open,usr_0059,b2c,ios,,,,5.3.0,2026-03-27T09:51:50Z
evt_0020338,,app_open,usr_0632,b2c,ios,,,,5.3.0,2026-03-30T23:59:00Z
evt_0010581,2026-03-30T01:28:00Z,product_view,usr_0325,b2c,android,SKU026,48.0,,5.2.1,2026-03-30T01:28:04Z
evt_0011053,2026-03-30T23:48:00Z,app_open,usr_0340,b2b,ios,,,,5.3.0,2026-03-30T23:53:16Z
evt_0016524,2026-03-30T18:19:00Z,app_open,usr_0500,b2c,android,,,,5.3.0,2026-03-30T18:28:50Z
evt_0014739,2026-03-30T07:10:00Z,app_open,usr_0453,b2c,web,,,,,2026-03-30T07:17:53Z
evt_0012994,2026-03-30T10:58:00Z,gift_send,usr_0418,b2c,android,SKU006,49.0,rec_0131,5.2.0,2026-03-30T11:06:58Z
evt_0020972,2026-03-27T03:51:00Z,add_to_cart,usr_0644,b2b,ios,SKU019,55.0,,5.3.0,2026-03-27T03:55:34Z
